frame,total_ms,event_ms,render_ms,swap_ms,gpu_ms,estimated_ticks,jit_runs,svc_calls,import_calls,jni_calls,gl_calls,draw_calls,draw_vertices,buffer_upload_bytes,texture_upload_bytes,allocation_calls,free_calls,reallocation_calls,live_heap_bytes,scene_hint,top_imports,top_gl
764,16.6691,0.0014,3.7269,12.9404,0.8509,2932736,2864,2864,2863,0,2018,256,5094,0,0,30,30,3,49846176,,,
765,16.6558,0.0016,4.2744,12.3794,0.8468,2933760,2865,2865,2864,0,2018,256,5094,0,0,30,30,3,49846176,,,
766,16.6829,0.0015,3.7727,12.9081,0.8612,2932736,2864,2864,2863,0,2018,256,5094,0,0,30,30,3,49846176,,,
767,16.7587,0.0015,3.6710,13.0858,0.8479,2933760,2865,2865,2864,0,2018,256,5094,0,0,30,30,3,49846176,,,
768,16.5026,0.0409,3.7310,12.7303,0.8417,3021824,2951,2951,2950,0,2019,256,5094,6048,0,30,34,3,49846000,,,
769,16.6455,0.0012,3.5507,13.0930,0.8458,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
770,16.6506,0.7999,3.5568,12.2934,0.8489,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
771,16.9678,0.0242,3.4472,13.4960,0.8356,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
772,16.3475,0.0633,3.5737,12.7099,0.8448,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
773,16.6721,0.0546,3.5115,13.1056,0.8315,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
774,17.0807,0.0590,4.0615,12.9597,0.8417,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
775,16.4488,0.1706,3.6504,12.6271,0.8233,3001344,2931,2931,2930,0,2019,256,5094,6048,0,30,30,3,49846000,,,
776,16.6867,0.0647,3.4836,13.1377,0.8407,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
777,16.3638,0.1346,3.5381,12.6905,0.8284,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
778,16.9515,0.1111,3.5084,13.3316,0.8428,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
779,16.5505,0.1155,3.5090,12.9255,0.8305,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
780,16.4954,0.3292,3.7395,12.4263,0.8448,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
781,16.7224,0.1112,3.5205,13.0902,0.8315,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
782,16.6502,0.4412,3.6601,12.5483,0.8264,3001344,2931,2931,2930,0,2019,256,5094,6048,0,30,30,3,49846000,,,
783,16.8662,0.1112,3.5211,13.2334,0.8305,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
784,16.3788,0.1179,3.5227,12.7378,0.8428,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
785,16.7114,0.1169,3.5324,13.0616,0.8305,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
786,16.8974,0.1081,3.6631,13.1257,0.8438,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
787,16.4548,0.1185,3.5245,12.8111,0.8428,2918400,2850,2850,2849,0,2018,256,5094,0,0,30,30,3,49846000,,,
788,16.6117,0.5761,3.7291,12.3059,0.8253,3001344,2931,2931,2930,0,2019,256,5094,6048,0,30,30,3,49846000,,,
789,16.9239,0.1074,3.4877,13.3283,0.8305,2917376,2849,2849,2848,0,2018,256,5094,0,0,30,30,3,49846000,,,
790,16.3588,0.1194,3.5731,12.6657,0.8438,2924544,2856,2856,2855,0,2018,256,5094,0,0,30,37,3,49845264,,,
791,16.7524,0.3989,3.4660,12.8869,0.8315,2915328,2847,2847,2907,4,2018,256,5094,0,0,53,40,3,49846896,,,
792,16.6522,0.0966,3.5401,13.0151,0.8438,2916352,2848,2848,2868,4,2018,256,5094,0,0,35,35,3,49846896,,,
793,16.6450,0.0014,3.6506,12.9926,0.8315,2915328,2847,2847,2846,0,2018,256,5094,0,0,30,30,3,49846896,,,
794,16.6653,0.0014,3.8005,12.8630,0.8438,2916352,2848,2848,2847,0,2018,256,5094,0,0,30,30,3,49846896,,,
795,16.7370,0.0014,4.3919,12.3432,0.8264,2999296,2929,2929,2928,0,2019,256,5094,6048,0,30,30,3,49846896,,,
796,16.9557,4.6389,3.1589,9.1573,0.6840,2735104,2671,2671,7360,0,1888,242,3294,0,0,49,922,3,49610832,,,
797,16.2801,0.0315,3.2917,12.9566,0.6758,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610832,,,
798,16.6160,0.1226,3.3963,13.0965,0.6840,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610832,,,
799,16.7300,0.1179,3.3756,13.2361,0.6779,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610832,,,
800,16.6528,0.6312,3.4799,12.5411,0.6851,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610832,,,
801,16.6346,0.1184,3.5932,12.9226,0.6666,2812928,2747,2747,2746,0,1878,242,3294,6048,0,30,30,3,49610832,,,
802,17.9259,0.4912,3.3869,14.0473,0.6851,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610832,,,
803,15.3888,0.0271,3.3029,12.0582,0.6789,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610832,,,
804,16.6520,0.1121,3.3501,13.1891,0.6851,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610832,,,
805,16.7187,0.3971,3.3336,12.9874,0.6789,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610832,,,
806,16.6365,0.0330,3.3458,13.2572,0.6840,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610832,,,
807,16.6296,0.1248,3.3813,13.1230,0.6820,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610832,,,
808,16.8965,0.1256,3.5672,13.2033,0.6676,2812928,2747,2747,2746,0,1878,242,3294,6048,0,30,30,3,49610832,,,
809,16.4680,0.1768,3.5980,12.6924,0.6789,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610832,,,
810,16.6751,0.4786,3.4599,12.7360,0.6840,2731008,2667,2667,2782,0,1877,242,3294,0,0,48,35,3,49612464,,,
811,16.6874,0.0015,3.7129,12.9726,0.6779,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49612464,,,
812,16.6156,0.0017,3.7826,12.8308,0.6840,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49612464,,,
813,16.6665,0.0016,3.9541,12.7103,0.7363,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49612464,,,
814,16.6571,0.0019,4.6153,12.0394,0.7025,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49612464,,,
815,22.2138,18.5314,3.6186,0.0585,0.6973,2902016,2834,2834,4315,22,1890,242,3330,13632,0,211,196,9,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,memcmp:1293|glVertexAttribPointer:714|memcpy:445|glBindBuffer:264|glUniformMatrix4fv:204|malloc:196|free:189|glDrawArrays:179|glBindTexture:155|glActiveTexture:155,glVertexAttribPointer:714|glBindBuffer:264|glUniformMatrix4fv:204|glDrawArrays:179|glActiveTexture:155|glBindTexture:155|glDrawElements:63|glEnable:59
816,11.1056,0.0423,3.2015,7.8527,0.6851,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
817,16.6421,0.0012,3.2602,13.3804,0.6789,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
818,16.6525,0.0011,3.2751,13.3760,0.6861,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
819,16.7273,0.0016,3.6111,13.1142,0.6799,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
820,16.6926,0.0017,4.1801,12.5103,0.6851,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
821,16.6302,0.0016,3.8913,12.7368,0.6779,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
822,17.1374,0.0019,3.8628,13.2722,0.6851,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
823,16.5540,0.0430,3.6312,12.8792,0.6676,2809856,2744,2744,2743,0,1874,242,3330,6048,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
824,16.5296,0.0343,3.4084,13.0862,0.6851,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
825,17.7356,0.0570,3.3956,14.2824,0.6779,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
826,15.5212,0.1376,3.4846,11.8979,0.6861,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
827,16.3911,0.4821,3.5624,12.3457,0.6789,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
828,16.6495,0.1186,3.4165,13.1138,0.6851,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
829,16.7118,0.1262,3.4800,13.1050,0.6789,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
830,16.6018,0.1668,3.5691,12.8653,0.6676,2809856,2744,2744,2743,0,1874,242,3330,6048,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
831,16.6696,0.1259,3.4570,13.0861,0.7240,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
832,16.7862,0.2576,3.6952,12.8327,0.7055,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
833,16.6760,0.4020,3.5078,12.7658,0.6779,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
834,16.5002,0.0260,3.3671,13.1067,0.6851,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
835,16.7266,0.4351,3.3346,12.9564,0.6779,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
836,16.6509,0.0246,3.3649,13.2611,0.6851,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
837,16.6562,0.1302,3.5849,12.9407,0.6676,2809856,2744,2744,2743,0,1874,242,3330,6048,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
838,16.6230,0.2052,3.6577,12.7595,0.6851,2726912,2663,2663,2662,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
839,16.7063,0.0648,3.7808,12.8602,0.6779,2725888,2662,2662,2661,0,1873,242,3330,0,0,29,29,3,49617408,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
840,16.6895,1.1684,3.5069,12.0136,0.6851,2741248,2677,2677,2804,8,1884,243,3336,0,0,45,38,3,49618352,gameVersion=21&binaryVersion=37&udid=57494e41524d3031&uuid=0&songID=123123&secret=Wmfd2893gb7,,
841,16.7291,0.0015,3.5942,4.3391,0.6984,2953216,2884,2884,5218,7,1955,246,3594,22344,0,349,284,26,49640800,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
842,16.7682,0.0014,4.9559,11.8104,0.6871,4316160,4215,4215,4205,7,1917,246,3594,6624,0,76,83,3,49640016,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
843,16.4720,0.0012,3.4424,13.0281,0.6717,2863104,2796,2796,2795,0,1915,246,3594,6048,0,29,29,3,49640016,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
844,16.7044,0.0013,3.4544,13.2482,0.6892,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49640016,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
845,16.6618,0.1685,3.7218,12.7709,0.6810,2780160,2715,2715,2735,0,1914,246,3594,0,0,34,41,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
846,16.6957,0.0447,3.7954,12.8551,0.7066,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
847,16.5688,0.5597,3.7066,12.3016,0.6810,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
848,16.6591,0.1522,3.6200,12.8864,0.6892,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
849,16.9131,0.1902,3.7836,12.9387,0.6810,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
850,16.4094,0.0409,3.9051,12.4628,0.6707,2863104,2796,2796,2795,0,1915,246,3594,6048,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
851,16.6432,0.0016,3.8400,12.8010,0.6810,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
852,16.6544,0.0016,3.8816,12.7707,0.7014,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
853,16.7003,0.0016,4.3813,12.3169,0.6820,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
854,16.9899,0.0017,3.4636,13.5239,0.6892,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
855,16.3679,0.0015,3.3553,13.0107,0.6810,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
856,16.6965,0.0015,3.6974,12.9971,0.6892,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
857,16.6170,0.0018,4.2078,12.4069,0.6717,2863104,2796,2796,2795,0,1915,246,3594,6048,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
858,16.6755,0.0019,4.0188,12.6543,0.6892,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
859,16.6480,0.0018,3.6647,12.9809,0.6820,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
860,16.6582,0.0018,3.8304,12.8255,0.6902,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
861,16.8295,1.0269,3.6054,12.1965,0.6820,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
862,16.4932,0.0534,3.7575,12.6818,0.6892,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
863,16.5968,0.5234,3.8726,12.2001,0.6717,2863104,2796,2796,2795,0,1915,246,3594,6048,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
864,16.6920,0.0013,3.4221,13.2682,0.6892,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
865,16.6850,0.0016,3.7578,12.9250,0.6861,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
866,15.5836,0.0021,3.8131,11.7679,0.6922,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
867,16.6359,0.0018,3.7403,12.8932,0.6830,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
868,16.4425,0.0018,3.9805,12.4594,0.6902,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
869,16.7619,0.0018,3.9188,12.8409,0.6810,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
870,16.5673,0.0019,3.9370,12.6279,0.6758,2863104,2796,2796,2795,0,1915,246,3594,6048,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
871,16.6894,0.0016,3.5694,13.1179,0.6851,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
872,16.6844,0.0018,4.2457,12.4362,0.6892,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
873,16.6011,0.0160,3.6136,12.9709,0.6881,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
874,16.6645,0.0152,3.8604,12.7883,0.6902,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
875,16.5944,0.0165,3.9010,12.6762,0.6830,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
876,16.7358,0.0016,3.7538,12.9797,0.6943,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
877,16.6520,0.0018,4.0050,12.6447,0.6717,2863104,2796,2796,2795,0,1915,246,3594,6048,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
878,16.6608,0.0018,3.8739,12.7846,0.6902,2779136,2714,2714,2713,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
879,16.7881,0.0017,3.8425,12.9434,0.6810,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
880,16.7554,0.0019,6.6768,10.0762,0.6892,2780160,2715,2715,2714,0,1914,246,3594,0,0,29,29,3,49639072,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
